,screen_name,name,text,followers_count,friends_count
510,pahguimaraes,Paloma Guimarães,RT @alcrsk: lula mal voltou e eu ja achei 10 real na rua slc economia ta melhorando ja,96,401
511,eduliguori,Eduardo Liguori,"Lula esperto adiou a coletiva, deixa o Gilmar trabalhar primeiro",1500,1072
512,gizelle_galvao,GizelleHexaGalvão3️⃣8️⃣💙,"RT @reportersalles: Ao dizer que Lula mereceu ser absolvido, Arthur Lira escancara o que todos nós que entendemos da política podre pratica…",3198,3241
513,ailtonlopes77,Ailton Lopes,"@JoelPinheiro85 Cooptar teu cu seu bostinha!! Quando Lula fazia o melhor gov da história do Brasil, vc era paparica… https://t.co/2EoImEW9BI",156,164
514,abreun13,cidadão de mal,"RT @palmeriodoria: Força de Lula, também na rede, deixou o Genocida gago na ""coletiva"". Um território que o Gabinete do Ódio achava que dom…",755,1387
515,lunardosena,LUNARDO SENA,"RT @direitasiqueira: RESOLVI SAIR DO BRASIL SE O LULA GANHAR!!! 😤

MAS DEPOIS EU LEMBREI QUE O DOLAR TÁ 6 REAIS E NENHUM PAÍS TÁ DEIXANDO B…",65,90
516,Peralta_NN,Peras,O Lula chegando nos debate em 2022 https://t.co/fQG13IK1pw,1252,769
517,ahsaxsantos,A H Santos,RT @Biakicis: Durante a orientação em Plenário tive a oportunidade de me manifestar contra a decisão do Ministro Fachin que anulou os proce…,349,770
518,kkkkkhadija,veia dos gato,Lula está livre e vai jogar pelo vasco,1648,1368
519,CarlosM52930663,Carlos Mendes,"RT @gleisi: Estamos aguardando a análise juridica da decisão do ministro Fachin, que reconheceu com cinco anos de atraso, que Sergio Moro n…",244,492
520,Guicampos08,Guilherme Campos,RT @alcrsk: lula mal voltou e eu ja achei 10 real na rua slc economia ta melhorando ja,546,458
521,PauloTorres57,Paulo Iran Miguel Torres 🇧🇷🇺🇲🇮🇱🇦🇷🇻🇪🇹🇼,"RT @Rconstantino: ""Lula é corrupto, mas também não matou ninguém na pandemia"", disse Joel Pinheiro, para espanto do @AdrillesRJorge bem ao…",3087,4997
522,fonsecaabeatriz,Bia,"RT @biazitagomes: "" a bolsa despencou por causa do lula"".

Amigo vc tá dirigindo um UBER pq a direita destruiu a economia.",35,210
523,gabrieu_sdb,Gabrieu,"Blz o Lula ter voltado. Fico muito feliz, pois representa o reparo histórico de uma injusta condenação, não pela in… https://t.co/xrHjDVWhBp",23,102
524,cxreia,𝕾𝖙 𝕵𝖎𝖒𝖒𝖞 𝕱𝖗𝖆𝖓𝖌𝖔,RT @alcrsk: lula mal voltou e eu ja achei 10 real na rua slc economia ta melhorando ja,104,152
525,AppelLuciano,Luciano Appel 🇧🇷🇧🇷,"RT @BolsonaroSP: Não há como ""desver"" os escândalos de corrupção durante os tempos de Lula na presidência. Limpar sua ficha só aumentará o…",30169,30824
526,AntonioVinhas0,AntonioVinhas,RT @BohnGass: Pergunte a qualquer empresário (não especulador) brasileiro se ele teve dificuldade de interlocução com o governo @LulaOficia…,681,1896
527,Critica_Nata,@CriticaNata - Luto Pelo Brasil 🏴🏴🏴🚩,"RT @biazitagomes: "" a bolsa despencou por causa do lula"".

Amigo vc tá dirigindo um UBER pq a direita destruiu a economia.",2462,2939
528,v4mpmalu,malu💉,"RT @MarteAwqakuq: eu gosto do lula? não

eu gosto do lula? sim",151,253
529,RitaLongo61,Rita Longo,"RT @cartacapital: Volta de Lula abre espaço para Ciro e enterra Luciano Huck e Sérgio Moro, avalia PDT https://t.co/FiuF2S9VPS",345,227
530,tmarco441,tulio,"RT @GabuSioli: se isentar entre Lula e uma pessoa que permitiu a morte de 260 mil pessoas
sim, como você é evoluído politicamente, em :o",81,82
531,AmandaP42427709,amandinha💖,RT @DalilaM75947344: #Bolsonaro2022 na cadeia e LULA na CADEIRA https://t.co/YV8tXUIAcz,10,96
532,Fernando26011,Fernando Bastos,"@ChicoLins Dessa vez discordo.  Respeito sua opinião, mas discordo.  Não quero mais Lula e sua turma no poder",165,788
533,JosVieiraMarti1,José Vieira Martinelli,"RT @taoquei1: Gilmar Mendes acaba de pautar a suspeição do Moro.
Significa que o Fachin soltou o Lula por nada? Foi só um abre alas complet…",13,104
534,ianacom_i,Fernanda Iana é jornalista 🍎,RT @buarrocha: Entendo uma esquerda que ja nasceu caviar não ter referência no Lula. Não viu a geladeira chegando. Não viu o bairro mudando…,64,368
535,ManinhaLamouni1,Maninha Lamounier,RT @sensacionalista: Lula prejudica a economia e derruba a bolsa https://t.co/4hY7tHVI2Z,408,650
536,opsizzy,𝕴𝖟𝖆 ッ,RT @sensacionalista: Lula prejudica a economia e derruba a bolsa https://t.co/4hY7tHVI2Z,643,375
537,rayaneassis_,rayaneᶜʳᵛᵍ,"RT @nhapx_: @juuhduarte a Andressa voltou,o Lula foi inocentado é pode se reeleger 

tá tudo voltando ao normal,amém",2705,732
538,daviddesouza_,David,"RT @MarcosQuezado1: RCONSTANTINO:
Gilmar já pautou julgamento da suspeição de Moro. Tese FURADA de q Fachin tentou ""salvar Lava Jato"", e ñ…",117,557
539,porrafreixo,acidente,RT @sensacionalista: Lula prejudica a economia e derruba a bolsa https://t.co/4hY7tHVI2Z,75,304
540,lucimaraborgo,Lucimara Borgo,"RT @Rconstantino: ""Agora o país vai ficar dividido novamente... Os que odeiam Lula e os que odeiam Bolsonaro... Só um homem pode unir o paí…",185,635
541,TLopes_S,Tiago Silva,RT @sensacionalista: Lula prejudica a economia e derruba a bolsa https://t.co/4hY7tHVI2Z,77,367
542,marinoiatwt,mundinho tiago leifert br,RT @g1: Lula pede,28,196
543,overkilliz,Eliza,RT @nevesmarialuisa: vc n precisa gostar do lula kkk vc só precisa entender que literalmente QUALQUER PESSOA é melhor que o bolsonaro 🤪,290,251
544,anabernardi,Anamaria Bernardi 🇧🇷🐮🚫,RT @MammyCe: Carlos Verezza falando sobre o assunto do dia... Lula e a LavaJato https://t.co/Uo1Ld5eCiE,1922,1600
545,rodrigosoares,Rodrigo,RT @henr0que: animo galera tudo vai melhorar depois da eleiçao do lula 2022,224,508
546,cbueno,Cristóferson Bueno,RT @sensacionalista: Lula prejudica a economia e derruba a bolsa https://t.co/4hY7tHVI2Z,513,1453
547,RodrigoTroppo,Rodrigo NÃO A FRENTE AMPLA.Fora todos os golpistas,"RT @RodrigoTroppo: Lula adia entrevista para quarta-feira 

PCO
DCO

https://t.co/p7Pk54Ixq1 via @causa_operaria",1230,1868
548,beamarcelino,Béa,@oadijunior Engraçado que vc falou isso 3 dias atrás e o Lula sendo liberado ontem https://t.co/ZPotGBQAql,466,375
549,sem_tenis,sem tênis,"RT @Rconstantino: ""Agora o país vai ficar dividido novamente... Os que odeiam Lula e os que odeiam Bolsonaro... Só um homem pode unir o paí…",7,41
550,Paulinhoefg,Sem Juízo,Vc n precisa gostar do lula vc precisa querer voltar a tomar cerveja alegre,374,330
551,RaiolMauro,maurinho,RT @sensacionalista: Lula prejudica a economia e derruba a bolsa https://t.co/4hY7tHVI2Z,607,772
552,oadamsan,.,RT @yagoagain: o dia que a wanda apoiou o lula   https://t.co/TivU5yjUTY,393,271
553,Lus_ckaz,LusCkaz,"Mn,eu pago a internet p tem q ver gnt defendendo Lula ou o Bolsonaro pqp",81,532
554,ViViTo_Marques,Vivito🤴🏾,o lula só somou com o C.V po https://t.co/MsQVTYcfub,3917,1092
555,lsfirstlove,Le,RT @crisprodrigues: O Lula mal virou elegível e já voltou a ser responsável por tudo de ruim que acontece: criou hoje a polarização; fez o…,1651,1344
556,PataxoThyara,Thyara Pataxó 🏹,Lula elegível. Agora Bolsonaro trabalha! Kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk https://t.co/bMaOVVp7Zl,12684,644
557,pfvrnexista,pílula verde da beth harmon,"RT @henrisilvaolive: Lula: a

Valor: Lula derruba bolsa de valores

Globo Esporte: A influência de Lula no rebaixamento do Vasco

Folha de…",19,333
558,_maisumze,mais um Zé,RT @sensacionalista: Lula prejudica a economia e derruba a bolsa https://t.co/4hY7tHVI2Z,152,498
559,anavitorinhx,anavitoria,"RT @felipeneto: ""Ah mas Felipe vc falou em dois mil e não sei quanto que entre Lula e Bolsonaro vc teria que votar no Bolsonaro pq não vota…",462,450
560,T2MK_THEAGA_,n1gga 💨#3K,"RT @ILLEGALBODE: ""é sério q ces tão realmente considerando votar no lula? 🙄"" https://t.co/XmtXjN58ei",2150,1553
561,evelyntaff_,𝐭𝐚𝐲𝐧𝐚𝐡 🦋,RT @foIkcc: vou apertar 13 tão forte que o lula vai sentir a dedada lá no cu dele,83,99
562,outrabeatriz,brinquinho de nióbio,"RT @vitor_hbf: Lula é elegível.

Amo? Não.
Queria votar nele? Não.
Prefiro mil antes dele? Sim. 
PT é deplorável? Sim.
Votaria nele contra…",54,480
563,BitcoinFNewsPT,Bitcoin Feed News PT - CriptOficina,Veja os riscos do “Efeito Lula” no mercado financeiro https://t.co/E72l2s2S7f,1313,7
564,digovieirah,Rodrigo Vieira,"RT @DatenaOficial: Ciro Gomes teme que, após Lula, nomes como Antônio Palocci, Eduardo Cunha e Sérgio Cabral também tenham suas condenações…",174,222
565,eliptical_orbit,mundinho joão luiz br,"RT @marcelorodjr: trabalhando pela primeira vez em anos. 
obrigado, presidente Lula!",96,203
566,GilmarAlvesMor5,Gilmar Alves Moreira,"RT @Rconstantino: ""Agora o país vai ficar dividido novamente... Os que odeiam Lula e os que odeiam Bolsonaro... Só um homem pode unir o paí…",143,224
567,carlosrafer,CARLOS - VACINA PARA TODOS JÁ - VIA SUS GRATUITA,"RT @sarro_f: Minha filha: pai, no Twitter, todos os meus amigos e amigas, estão comemorando a vitória do Lula.
- Qual a idade deles?
- Tem…",3188,4462
568,Rose54405078,Rose,"RT @LulaOficial: Em razão do julgamento da suspeição do ex-juiz Sérgio Moro para as 14h, a entrevista do ex-presidente Lula foi remarcada p…",6,15
569,_GothicUnicorn,ana 🌎 🌵 SAVE WYNONNA EARP,RT @wyclana: nao suporto mais ver as pessoas falando como se o Lula também fosse uma péssima opção de voto. CARALHO MEU IRMAO VAI PESQUISAR…,1453,1113
570,mandabernardes,amanda,RT @travatrovadora: vcs tao esquecendo do golpe militar e da guerra civil após a eleiçao de lula em 2022,93,130
571,Marcelo_Lanzara,ORDEM E PROGRESSO,"@BolsonaroSP @MaryVicky2017 inimigos burros??? pqp deputado, acorda porra

Lula será o novo Biden na cara de todos… https://t.co/oD6gq38bK0",721,1688
572,JoaoPoleto001,João,RT @oednaldopereira: Presidente  Lula  fã  de imitação  Ednaldo Pereira https://t.co/xBZvtWwcN6,45,75
573,Neemiasferes12,Neemi🅰️s Feres¹⁹⁰⁸,"RT @hoc111: NEM LULA, NEM BOLSONARO

Não quero alguém que vire ministro pra salvar a pele, nem alguém que mude o ministro pra salvar a famí…",1726,1178
574,Wagner86044138,Wagner,"RT @Rconstantino: ""Agora o país vai ficar dividido novamente... Os que odeiam Lula e os que odeiam Bolsonaro... Só um homem pode unir o paí…",18,76
575,vianinha0_0,Letticia,"RT @ivanildoiii: Lula e Bolsonaro é o tipo de batalha que não importa quem ganhar, nós perdemos.",50,91
576,marcospaz2013,Marcos Paz,"RT @CarlaZambelli38: Presidente @JairBolsonaro comenta a decisão MONOCRÁTICA de Fachin de anular as condenações de Lula na Lava Jato.

O Pr…",428,2425
577,aquepenaseria__,ei LARISSA,"RT @andre_rochadel: ""Se o Lula ganhar eu saio do país""

Meu filho, se você tem mesmo essa condição, o que ainda está fazendo nessa jangada…",1033,476
578,CelioMontanha,Célio F Silva,RT @DadsDaughter777: Vocês sabem quando o Lula foi inocentado? Quando o cretino do Sergio Moro ABANDONOU o Governo e ainda ACUSOU o preside…,4171,4996
579,nwoesse,c0mpl1c4d4 & p3rf31t1nh4,RT @aloritsor: lula pegando a faixa presidencial ao som de barões da pisadinha pois basta você me votar que eu vou correndo governar,203,187
580,GustavoNovaes,Lula Presidente 2022!,"RT @Normose_: ''se der lula e bolsonaro no 2 turno eu saio do país''

sai nada filhão. nenhum país do mundo nos aceita mais e você está pre…",619,1081
581,_IcaroM,Icaroo,"RT @marcelorodjr: trabalhando pela primeira vez em anos. 
obrigado, presidente Lula! https://t.co/3np1YVEQEH",1482,793
582,marysonleal,@marysonsousa,RT @AttuchLeonardo: Lula é um homem livre. Agora é hora de lutar por um Brasil soberano e livre do fascismo.,2367,3864
583,vanessahGui12,Vanessinha 💫,RT @luz_j0: Meu presidente lula voltando do paredão falsoo https://t.co/C320f1uhP9,2166,490
584,_johndbian,jotabianco,"RT @brsalles: 19. Concluindo, minhas apostas são: (i) a decisão de Fachin deve ser mantida; (ii) a suspeição deve ser julgada anyway; (iii)…",415,616
585,RocMoWriter,Yves do Exército Brasileiro,"@Mo0nziii @lalismyoui Só fala isso porque não viu que na era Lula o Brasil era muito, mas muito melhor do que hoje… https://t.co/M6yDfcJGsN",318,520
586,greycely,Disgrace,RT @glhrxm: lula voltou antes que a rihanna,141,274
587,ZaqueuIi,Zaqueu II 🌹,"RT @DavidNemer: O que aconteceu no WhatsApp Bolsonarista hoje, com a decisão do Min. Fachin de anular as condenações do Lula? Conto nesse f…",4,17
588,luckasserrate,FLAMENGO MALVADAO,@suvacodojoelh0 O meu e militar e odeia o Bolsonaro e ama o lula kkkkkkkkkk,190,1884
589,marianersathler,mari mineirinha modo bbb21,RT @CruzTigas: Se for Lula segundo turno eu vou pra urna com uma estrela tatuada na testa. Se for o Doria eu vou vestido de tucano. Se for…,693,206
590,Velute2,Velute,RT @salimmattarBR: Consequência da anulação da condenação do ex-presidiário Lula: insegurança jurídica! Com isso a bolsa fechou em queda de…,354,628
591,amydunnei,scarlet witch,"RT @taymaliks: oi taylor swift                                       oi lula
dos eua                                             do brasil…",904,198
592,Marcelo96382062,PRETORIANO,"RT @Rconstantino: Apaguei o vídeo do Lula pois vi que estava em slow motion, editado. Não é preciso adulterar absolutamente nada para ataca…",115,221
593,overscabeyo,anna,"RT @vitor_hbf: Lula é elegível.

Amo? Não.
Queria votar nele? Não.
Prefiro mil antes dele? Sim. 
PT é deplorável? Sim.
Votaria nele contra…",6466,4658
594,solkgs,sollaria (22/69) 🦇,LULA LADRAO ROUBO MEU CORAÇAO https://t.co/7PPCW4d8yu,1730,422
595,RickelmeKailan,Kailan Rickelme,"RT @FMouraBrasil: Polarização entre Lula e Bolsonaro abre espaço para opositor a ambos. 

Resta saber quem vai ocupar esse espaço. 

Coment…",73,1984
596,el_cardozito,Cardoso,"Quando o Haddad falou que o Ciro Gomes é um candidato da direita, o atacaram por falar que ele estava polarizando,… https://t.co/3dPbTB6FSK",606,503
597,Luciano10253782,Luciano,"RT @Rconstantino: ""Lula é corrupto, mas também não matou ninguém na pandemia"", disse Joel Pinheiro, para espanto do @AdrillesRJorge bem ao…",8,140
598,cosmeverton,E.Cosme 🇨🇺🇪🇹,RT @sensacionalista: Lula prejudica a economia e derruba a bolsa https://t.co/4hY7tHVI2Z,72,476
599,susanaaguiar,Susana Aguiar,Minha opinião: Lula candidatando ele entrega 2022 de mão beijada pra Bolsonaro.. Deus nos livre desses 2 !,157,165
600,goodboy_3012,alezi,lula te amo https://t.co/RBUUKFlGsC,995,444
601,uttsmina,su 🌿 TLOU GOTY CARALHO,"RT @marcelorodjr: trabalhando pela primeira vez em anos. 
obrigado, presidente Lula!",1709,1179
602,PedroRo57368340,Pedro Roberto,RT @Pedro_Barciela: São mais de 900 mil conexões em menos de quatro horas. São mais de 70% de usuários que não citam Lula regularmente. Se…,75,687
603,tixalagartixaa,Tixa //a lagartixa//🇦🇹,"RT @WagnerThomazoni: Eu to vendo um monte de “liberal” defender CIRO GOMES como terceira via pra lidar com Lula e Bolsonaro.

Na boa, esse…",40,337
604,pacheco_wilson,ARCONTE by Wilson Pacheco,RT @CarlaZambelli38: A primeira operação contra o Lula autorizada pela Justiça Federal em Curitiba foi há CINCO ANOS (4 de março de 2016).…,274,330
605,srtaeni,𝓑𝓪𝓻𝓫𝓲𝓮𝓪𝓻𝓲𝓪𝓷𝓪👸🏼,RT @thomassantanas: Lula ladrão roubou meu coração 💓 kkkkkkk o pai tá on,72,158
606,MCconservadorSP,CONSERVADOR DE DIREITA,"RT @revistaoeste: 'Tem muita espuma nesse chope ainda', diz Mourão sobre Lula em 2022 https://t.co/fEnJbD6Sf8",7092,7221
607,custodta,Tulio Custódio,"Num país de centrão e fisiologismos vis herdeiros do coronelismo, adoro essa versão da impressa “wish-everybody-wou… https://t.co/6sTQ27Y2QJ",8379,573
608,Be_neviani,Bê Neviani,"Luiz Carlos Azedo - Lula livre para 2022 - Correio Braziliense
O fantasma petista assombra os eleiitores que eleger… https://t.co/edupNTtkND",9314,2095
609,MiyukiAlbarn,Miyuki,"RT @derbyblue: Eu já tô é batendo o meu tambor.
Lula 2020 https://t.co/u1U4KkAk3Y",0,6
610,putinhavceh,afropaty,RT @alcrsk: lula mal voltou e eu ja achei 10 real na rua slc economia ta melhorando ja,347,226
611,LuisStricagnoli,Luis  Stricagnoli,RT @folha: Fachin anula todos os processos contra Lula em Curitiba https://t.co/ty3Z13GF4P,28,119
612,isocadrws,justice is coming,"RT @jnflesch: Naquela outra rede, a velha conversa está em alta.
Estão dizendo de novo que se o Lula voltar é perigoso o Brasil virar uma V…",1629,1343
613,Metropoles,Metrópoles (de 🏠),"Declaração de @BolsonaroSP foi feita um dia depois que o ex-presidente @LulaOficial se tornou elegível, após decisã… https://t.co/vz5XyOi1CB",330289,1359
614,We_duda,duda sem borges,"RT @HaddadDebochado: “pipipi popopó como você tem coragem de votar no Lula”.

AMADA, TU VOTOU NO JAIR BOLSONARO.",263,684
615,eulaysmartins,perfil dedicado ao BBB,RT @crisprodrigues: O Lula mal virou elegível e já voltou a ser responsável por tudo de ruim que acontece: criou hoje a polarização; fez o…,1213,617
616,Yasmimo10,Yasmim🌷13🚩🚩,"RT @SenadorRogerio: Lula foi tratado pela Lava Jato como inimigo do Estado brasileiro. Quando na verdade, a Lava Jato é que corrompeu a nos…",2252,2091
617,kcccfenty,Filha de pastor mundana,"RT @arthurito_souza: Lula e Bolsonaro nas eleições...
MARINA SILVA,essa é sua hora de brilhar!! Q a força do Ômega 3 esteja com vc!",960,778
618,smaIIady,Saah,"@eixopolitico amgs? faz uma thread explicando o caso do lula com a lava jato e etc, sla, ou indica um vídeo ai",4473,5004
619,VanessaMendesB1,Chocolate com laranja...,RT @sensacionalista: Lula prejudica a economia e derruba a bolsa https://t.co/4hY7tHVI2Z,654,613
620,Nadia63880473,Nadia,RT @SomosMudaBrasil: Não merecemos ter que escolher entre Lula e Bolsonaro! Nosso país é merece muito mais! https://t.co/9whQsqAjTA,189,157
621,MeltedMath,∆M,RT @mouIimrouge: com a noticia do lula ja estou planejando meu intercambio em 2023 pelo ciências sem fronteiras,18,32
622,gabeslimaa,𝑮 𝒂 𝒃 𝒆 𝒛🌹,RT @alcrsk: lula mal voltou e eu ja achei 10 real na rua slc economia ta melhorando ja,180,323
623,bernardoMintira,🅱️e rnardo,RT @tarciziosilva: Lula inspira trabalho de homem que estava desocupado há 30 anos; entenda,250,540
624,igorF44784311,igorF,RT @educarvalholl: Lula voltou do paredão falso?!,2,8
625,valorinveste,Valor Investe,"Ação de Lula sobre suspeição de Moro tramita no STF desde novembro de 2018
https://t.co/vxNY51vB1L",32742,109
626,Luciano10253782,Luciano,RT @leandroruschel: Supremo já havia decidido 8 VEZES que a Vara de Curitiba era competente para julgar os crimes identificados na Lava Jat…,8,140
627,ecztsy,fabricio diretor do whatsapp messenger,RT @gugareali: adoro lula!!!! que foi??? não posso mais falar de frutos do mar vcs problematizam tudoo kkkk lumenaaaa é vc 🗣🗣,282,455
628,AlandossantosL7,✝️ Alan Lacerda ✝️,"RT @AlbuquerqueDavy: Daqui a pouco vão dizer que fomos nós, brasileiros de bem, que roubamos o Lula.",1809,2866
629,Luciano10253782,Luciano,RT @CarlaZambelli38: A primeira operação contra o Lula autorizada pela Justiça Federal em Curitiba foi há CINCO ANOS (4 de março de 2016).…,8,140
630,Pedrovisck01,pedrovisck,RT @ManiaRealitys: A Sarah quando sair do BBB e ver que o Lula é elegível https://t.co/pTpTI3rwRP,324,405
631,Marceloniantifa,Marcelo 🚩🚩🚩,RT @JesseSouzaecht: Não é apenas a absolvição de Lula que devolve a democracia ao Brasil. É preciso condenar Moro e toda fraude que ele rep…,628,766
632,jvcampelo,Valter Campêlo 🚩🚩,RT @Leoni_a_jato: Lula é muito menos esquerda que Dória é direita. Mas ele é considerado radical. Nunca entendi essa mentira ser tão aceita…,1165,1772
633,imindacouch,Dória o Aventureiro 🚩 Meu ❤️ é Vermelho. 🇻🇪🇨🇺,"RT @BernardoMF: A volta da candidatura Lula ameaça os planos de reeleição de Bolsonaro. O capitão sabe disso, e já atacou o Supremo pela de…",3640,3456
634,WalaceSoares89,Walace Soares,RT @sensacionalista: Lula prejudica a economia e derruba a bolsa https://t.co/4hY7tHVI2Z,28,126
635,CrlGuilherme2,Luiz🤴🏼,RT @ManiaRealitys: A Sarah quando sair do BBB e ver que o Lula é elegível https://t.co/pTpTI3rwRP,1841,771
636,murilo_doege,Murilo,RT @alcrsk: lula mal voltou e eu ja achei 10 real na rua slc economia ta melhorando ja,122,100
637,uchihaitachi119,//☭Maria☭//,RT @itsleall: melhor é o lula po https://t.co/gqCODj4Tjb,113,805
638,Caaroll___,Anne ✨,"RT @ILLEGALBODE: ""é sério q ces tão realmente considerando votar no lula? 🙄"" https://t.co/XmtXjN58ei",875,1050
639,agdalucy,lucy,RT @thsouzareis: ai eu odeio o lula e o bolsonaro olha como sou inteligente,343,524
640,g_garc2,Ana,"RT @DallasginReturn: De onde o crime foi cometido....
- na sua opinião, Por esse motivo o motorista deve ser absolvido?
- Então é praticame…",19089,14270
641,marcolinosccp,matheus.,RT @voltopracurtir: gente vou comentar uma coisa que ninguém sabe ninguém nunca comentou ninguém está ciente: o lula é um conciliador de cl…,1634,1559
642,mamendex,Mmx7,RT @sensacionalista: Lula prejudica a economia e derruba a bolsa https://t.co/4hY7tHVI2Z,1044,3988
643,FreitasAdelice,Adelice De Freitas,RT @leandroruschel: O Centrão vê com simpatia a possibilidade de Lula voltar ao poder. É um antigo e confiável companheiro de roubo.,45,97
644,lukedoamor,༺𝒍𝒖𝒌𝒆༻,"O ""mercado"" ficou em pânico com a decisão sobre Lula. 
 
A volta da fome, com milhões sem ter o que comer, não abal… https://t.co/5TM80Mbtzc",718,2210
645,Magno6665,Magno,"@jandira_feghali Minha cara, @jandira_feghali , lula conseguiu fazer até milagre. 😂😂👏",0,534
646,JacqueRossin,Jacque Rossin 🧡🐱,"Não tem nem 24hs que o Lula está elegível e já fez milagre, o Bonoro trabalhar 😂 https://t.co/aMGEYLIkLA",393,1287
647,PatrickLeitao,Patrick Leitão,RT @coimbraricardo: O mercado é essa entidade fantástica que dá chilique se falar no nome do Lula mas fica de boa com 260 mil indo pra vala.,28,289
648,jbertonie,João Bertonie,"RT @coimbraricardo: O dia de ontem foi mais um que serviu pra gente ver que não existe essa coisa de ""direita democrática"". A direita brasi…",567,589
649,blogdokayser,Kayser,"@gleisi Dólar Gov. Lula:
01/01/2003 - R$ 3,52
31/12/2010 - R$ 1,66

Dólar Gov. Bolsonaro:
01/01/2019 - R$ 3,85
26/02/2021 - R$ 5,53",254,543
650,Nascimento01798,Nascimento,"RT @ryansilveira_: Pesquisa rápida 
Bolsonaro curti    / lula rt https://t.co/jLgZzdeaRy",3,58
651,nary,OrdiNary,"RT @Rembodinho: Desde o golpe, o Dólar quase dobrou, mas a imprensa brasileira só descobriu seu aumento de ontem pra hoje, depois que o Lul…",1640,561
652,AlmirSincura,Jú de Mizin - Eine große konfusion,"RT @mcanejo: Dúvida sincera: se o Lula realmente se candidatar, vcs acreditam mesmo que o Borsalino tenta a reeleição? Ou vai fazer como no…",49,548
653,fckchxrry,vic🍒,até o lula teve um comeback e o red velvet não,357,623
654,RosaMar16024111,Rosa Maria,"RT @HaddadDebochado: “pipipi popopó como você tem coragem de votar no Lula”.

AMADA, TU VOTOU NO JAIR BOLSONARO.",11,192
655,2XVIINI,vinicius,RT @sensacionalista: Lula prejudica a economia e derruba a bolsa https://t.co/4hY7tHVI2Z,21,61
656,stanleyhaddad,stanley haddad 3️⃣8️⃣🇧🇷🇮🇱🇺🇸↪,RT @leandroruschel: O Centrão vê com simpatia a possibilidade de Lula voltar ao poder. É um antigo e confiável companheiro de roubo.,3434,4920
657,catbybug,joane,RT @cianzeira: Tem liberal mais assombrado pela chance de candidatura do Lula do que pelas 260 mil mortes em um genocídio de negligência e…,472,666
658,nmoonlightt,Naila,RT @foIkcc: vou apertar 13 tão forte que o lula vai sentir a dedada lá no cu dele,11,33
659,jubuzelli,Juliana Buzelli 🦋,RT @xicosa: Pegue manchetes d 1989 e as de hoje. São as mesmas. Risco Lula. Bolsa cai com Lula. Proteja seus investimentos etc etc. A banca…,555,463
660,NeyddeThompson,❤🖤 Neydde Lula do Brasil 🚩em Oto🐾🌊🖤❤,RT @CarlosA07403092: @VMedeiros16 @_duduzera_ @vitor_hbf @Evellynn1909 E o motivo dessa hegemonia do Lula? Um governo eficiente. Que deixou…,2569,4905
661,PauloRosa2016,Paulo Rosa🙏🇮🇱🇧🇷,"RT @BolsonaroSP: Não há como ""desver"" os escândalos de corrupção durante os tempos de Lula na presidência. Limpar sua ficha só aumentará o…",1720,2882
662,maurariela,maurariela,"@DCM_online 🎵🎶🎼Marcha soldado cabeça de papel,
com LULA presidente 
militar volta ao quartel🎼🎶🎵",8,31
663,chanbbstay,joy 羊;,"RT @marcelorodjr: trabalhando pela primeira vez em anos. 
obrigado, presidente Lula!",1038,720
664,a_lex027,.,RT @mouIimrouge: com a noticia do lula ja estou planejando meu intercambio em 2023 pelo ciências sem fronteiras,528,455
665,fleavbag,macaco da marisa coulter de cinto de segurança,RT @lwnzi: bom pega uma família que passava fome antes do governo lula e depois não passou mais que fica mais fácil de entender,152,154
666,buenoviitoria,𝒱𝒾𝓉𝑜𝓇𝒾𝒶 𝑀𝒶𝓇𝒾𝒶,RT @glhrxm: lula voltou antes que a rihanna,1145,811
667,Heyliedson,Eli🤍,RT @PGuanais: @JornalOGlobo Lula já tá fazendo bem para o país. Botou até o Bolsonaro pra trabalhar hahahahahah,1533,2196
668,oobservadorbr,O Observador,"Já estão ameaçando matar Lula assim, a luz do dia??? https://t.co/BMF38yh4ol",3945,566
669,LeoVian24876085,Leo Viana.,RT @PauloMartins10: A decisão de Fachin coloca Lula no jogo e o Brasil no lixo. Não é possível levar a sério ou mesmo vislumbrar um futuro…,2900,2999
670,brolshevik,social-democrata da pandemia,RT @guilherme_amado: Bolsonaro afirma que Fachin decidiu a favor de Lula devido a “ligações” do ministro com o PT. A massa fanática que seg…,1668,1864
671,wreckervocal,ᐻᘜ01 ➳ buttercup,yongguk parece q SABE q o lula voltou e resolveu machucar meu coração https://t.co/WJqUEUch7F,2248,2105
672,folkeilishh,sea,RT @cianzeira: Tem liberal mais assombrado pela chance de candidatura do Lula do que pelas 260 mil mortes em um genocídio de negligência e…,211,783
673,vicxzao,vicc,lula ladrao roubou meu coraçao,275,443
674,Lucsa_Caue,Lucas Cauê 🇮🇹,Pior que as pessoas que defendem o Bolsonaro só as que defendem o lula kkkk tudo jumento quando que as pessoas vão… https://t.co/x38Cmu9GWK,455,533
675,Aguidavy,Aguid@.,RT @alessandroxv7: Sobre a matéria do Lula kkkkkkkkkkkkk https://t.co/Yw8DjXhtmb,18,125
676,TheAquaThom,thomas *愛*,RT @emersonfurtado7: @sensacionalista O filho do Lula também tá estragando tudo https://t.co/fpdcZ00FJZ,848,837
